query,name,site,type,subtypes,category,phone,full_address,borough,street,city,postal_code,state,us_state,country,country_code,latitude,longitude,time_zone,plus_code,area_service,rating,reviews,reviews_link,reviews_tags,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,photo,street_view,located_in,working_hours,working_hours_old_format,other_hours,popular_times,business_status,about,range,posts,logo,description,typical_time_spent,verified,owner_id,owner_title,owner_link,reservation_links,booking_appointment_link,menu_link,order_links,location_link,place_id,google_id,cid,reviews_id,located_google_id,email_1,email_2
"law firm, Anderson, CA, US",Arthofer & Tonkin Law Offices,http://www.atlawoffices.com/,Personal injury attorney,Personal injury attorney,Personal injury attorney,+1 530-722-9002,"1267 Willis St, Redding, CA 96001",Magnolia,1267 Willis St,Redding,96001.0,California,California,United States of America,US,40.5845048,-122.4005017,America/Los_Angeles,,False,4.9,52.0,"https://search.google.com/local/reviews?placeid=ChIJR4TLxh3t0lQRD9_7YBPcQJk&q=law+firm,+Anderson,+CA,+US&authuser=0&hl=en&gl=US",,,1.0,0.0,0.0,0.0,51.0,179.0,https://lh5.googleusercontent.com/p/AF1QipMYYqbV4Bmbd25Jw85ecqg6us3gacWdAK6Kpu_G=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMYYqbV4Bmbd25Jw85ecqg6us3gacWdAK6Kpu_G=w1600-h1000-k-no,,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed,,,OPERATIONAL,"{""Service options"": {""Online appointments"": true, ""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",,,https://lh6.googleusercontent.com/-PPpglmT1gFA/AAAAAAAAAAI/AAAAAAAAAAA/52cCC4MA8-k/s44-p-k-no-ns-nd/photo.jpg,,,True,107310914936211241806,Arthofer & Tonkin Law Offices,https://www.google.com/maps/contrib/107310914936211241806,,https://atlawoffices.com/contact,,https://atlawoffices.com/contact,"https://www.google.com/maps/place/Arthofer+%26+Tonkin+Law+Offices/@40.5845048,-122.40050169999999,14z/data=!4m8!1m2!2m1!1sArthofer+%26+Tonkin+Law+Offices!3m4!1s0x54d2ed1dc6cb8447:0x9940dc1360fbdf0f!8m2!3d40.5845048!4d-122.40050169999999",ChIJR4TLxh3t0lQRD9_7YBPcQJk,0x54d2ed1dc6cb8447:0x9940dc1360fbdf0f,11043068262102064911,-7.40368e+18,,,
"law firm, Anderson, CA, US",ING Financial Services LLC,http://www.ingwb.com/americas,Financial institution,"Financial institution, ATM, Financial planner",Financial institution,+1 646-424-6000,"1133 6th Ave, New York, NY 10036",Manhattan,1133 6th Ave,New York,10036.0,New York,New York,United States of America,US,40.75582,-73.983788,America/New_York,,False,3.6,14.0,"https://search.google.com/local/reviews?placeid=ChIJ______hYwokRK-6KmsAx2Fc&q=law+firm,+Anderson,+CA,+US&authuser=0&hl=en&gl=US",,,4.0,1.0,0.0,1.0,8.0,2.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wO7ta1GfarW5x9_fawTvYg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=271.59595&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipONFpdTwB3cdDdm6gP1laHpyoudsTl8pEZo54XE=w1600-h1000-k-no,,"{""Monday"": ""7:30AM-6PM"", ""Tuesday"": ""7:30AM-6PM"", ""Wednesday"": ""7:30AM-6PM"", ""Thursday"": ""7:30AM-6PM"", ""Friday"": ""7:30AM-6PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:7:30AM-6PM|Tuesday:7:30AM-6PM|Wednesday:7:30AM-6PM|Thursday:7:30AM-6PM|Friday:7:30AM-6PM|Saturday:Closed|Sunday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true}}",,,,,,False,,ING Financial Services LLC,,,,,,"https://www.google.com/maps/place/ING+Financial+Services+LLC/@40.75582,-73.98378799999999,14z/data=!4m8!1m2!2m1!1sING+Financial+Services+LLC!3m4!1s0x89c258f8ffffffff:0x57d831c09a8aee2b!8m2!3d40.75582!4d-73.98378799999999",ChIJ______hYwokRK-6KmsAx2Fc,0x89c258f8ffffffff:0x57d831c09a8aee2b,6329863979565510187,6.329863979565511e+18,,,
"law firm, Grenada, CA, US",Harlow Law Firm,http://harlowlawfirm.com/,Law firm,Law firm,Law firm,+1 662-226-7215,"850 Lakeview Dr, Grenada, MS 38901",,850 Lakeview Dr,Grenada,38901.0,Mississippi,Mississippi,United States of America,US,33.7703335,-89.7944321,America/Chicago,,False,4.1,36.0,"https://search.google.com/local/reviews?placeid=ChIJgfN9Bj3NgYgRmWOr_DFEJxQ&q=law+firm,+Grenada,+CA,+US&authuser=0&hl=en&gl=US",,,6.0,1.0,0.0,5.0,24.0,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XCOh2TOM2AxHFYAAd-AiUQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=334.13022&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XCOh2TOM2AxHFYAAd-AiUQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=334.13022&pitch=0&thumbfov=100,,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",,,,,,False,,Harlow Law Firm,,,,,,"https://www.google.com/maps/place/Harlow+Law+Firm/@33.7703335,-89.7944321,14z/data=!4m8!1m2!2m1!1sHarlow+Law+Firm!3m4!1s0x8881cd3d067df381:0x14274431fcab6399!8m2!3d33.7703335!4d-89.7944321",ChIJgfN9Bj3NgYgRmWOr_DFEJxQ,0x8881cd3d067df381:0x14274431fcab6399,1452204386333451161,1.4522043863334513e+18,,,
"law firm, Guerneville, CA, US",Law Office of Scott A. Mossman,https://smossmanlaw.com/,Law firm,"Law firm, Service establishment, Immigration attorney, Attorney",Law firm,+1 510-835-1115,,,,,,,,,,37.872946,-122.4203375,America/Los_Angeles,,True,4.7,12.0,"https://search.google.com/local/reviews?placeid=ChIJsdESzbOAj4ARn4piomzmUC8&q=law+firm,+Guerneville,+CA,+US&authuser=0&hl=en&gl=US",,,1.0,0.0,0.0,0.0,11.0,3.0,https://lh5.googleusercontent.com/p/AF1QipMpfhBZB7kcSM6a68JI2zqrhXRig2G86h0Egxit=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMpfhBZB7kcSM6a68JI2zqrhXRig2G86h0Egxit=w1600-h1000-k-no,,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-5PM|Saturday:Closed,,,OPERATIONAL,"{""Service options"": {""Online appointments"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",,,https://lh5.googleusercontent.com/-6hrQlQhTTfU/AAAAAAAAAAI/AAAAAAAAAAA/CWy3_Fdrxjw/s44-p-k-no-ns-nd/photo.jpg,,,True,109674600886220481301,Law Office of Scott A. Mossman,https://www.google.com/maps/contrib/109674600886220481301,,,,,"https://www.google.com/maps/place/Law+Office+of+Scott+A.+Mossman/@37.872946,-122.42033749999999,14z/data=!4m8!1m2!2m1!1sLaw+Office+of+Scott+A.+Mossman!3m4!1s0x808f80b3cd12d1b1:0x2f50e66ca2628a9f!8m2!3d37.872946!4d-122.42033749999999",ChIJsdESzbOAj4ARn4piomzmUC8,0x808f80b3cd12d1b1:0x2f50e66ca2628a9f,3409478272174688927,3.409478272174689e+18,,,
"law firm, Guerneville, CA, US",Maureen Berry Law Office,http://www.caz95421.com/,Attorney,Attorney,Lawyer,+1 707-865-9455,"23640 CA-116, Cazadero, CA 95421",,23640 CA-116,Cazadero,95421.0,California,California,United States of America,US,38.4665451,-123.0538482,America/Los_Angeles,,False,4.3,11.0,"https://search.google.com/local/reviews?placeid=ChIJTRavd0EghIARD2vwEOb-oks&q=law+firm,+Guerneville,+CA,+US&authuser=0&hl=en&gl=US",,,0.0,1.0,1.0,3.0,6.0,19.0,https://lh5.googleusercontent.com/p/AF1QipNbnGGcBC--ipGmfx6zQG3KsKVrTXxz7eV_Id7q=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNbnGGcBC--ipGmfx6zQG3KsKVrTXxz7eV_Id7q=w1600-h1000-k-no,,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-4:30PM"", ""Tuesday"": ""8AM-4:30PM"", ""Wednesday"": ""8AM-4:30PM"", ""Thursday"": ""8AM-4:30PM"", ""Friday"": ""8AM-4:30PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:8AM-4:30PM|Tuesday:8AM-4:30PM|Wednesday:8AM-4:30PM|Thursday:8AM-4:30PM|Friday:8AM-4:30PM|Saturday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointment required"": true}}",,,,,,False,,Maureen Berry Law Office,,,,,,"https://www.google.com/maps/place/Maureen+Berry+Law+Office/@38.4665451,-123.05384819999999,14z/data=!4m8!1m2!2m1!1sMaureen+Berry+Law+Office!3m4!1s0x8084204177af164d:0x4ba2fee610f06b0f!8m2!3d38.4665451!4d-123.05384819999999",ChIJTRavd0EghIARD2vwEOb-oks,0x8084204177af164d:0x4ba2fee610f06b0f,5450198763151846159,5.450198763151846e+18,,,
"law firm, Guerneville, CA, US",Law Offices of Lon D. Lazar,https://lazarlegal.com/,Law firm,"Law firm, Estate planning attorney",Law firm,+1 415-742-2088,"6490 Front St #208, Forestville, CA 95436",,6490 Front St #208,Forestville,95436.0,California,California,United States of America,US,38.4734226,-122.8900295,America/Los_Angeles,,False,5.0,60.0,"https://search.google.com/local/reviews?placeid=ChIJ__-vs5mAhYARVc9qJcl3UU4&q=law+firm,+Guerneville,+CA,+US&authuser=0&hl=en&gl=US",,,0.0,0.0,0.0,1.0,59.0,3.0,https://lh5.googleusercontent.com/p/AF1QipMcHpqdK-KVAh40dRxLifnhNzDjlwMp-12kqMk-=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMcHpqdK-KVAh40dRxLifnhNzDjlwMp-12kqMk-=w1600-h1000-k-no,,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-5PM|Saturday:Closed,,,OPERATIONAL,"{""Service options"": {""Online appointments"": true, ""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",,,https://lh5.googleusercontent.com/-osprZQ5lzNg/AAAAAAAAAAI/AAAAAAAAAAA/FUAu9hK9rV0/s44-p-k-no-ns-nd/photo.jpg,,,True,103784291483244036907,Law Offices of Lon D. Lazar,https://www.google.com/maps/contrib/103784291483244036907,,https://intaker.com/lazarlegal/main?utm_source=GMB&utm_medium=organic&utm_campaign=Sonoma,,https://intaker.com/lazarlegal/main?utm_source=GMB&utm_medium=organic&utm_campaign=Sonoma,"https://www.google.com/maps/place/Law+Offices+of+Lon+D.+Lazar/@38.4734226,-122.8900295,14z/data=!4m8!1m2!2m1!1sLaw+Offices+of+Lon+D.+Lazar!3m4!1s0x80858099b3afffff:0x4e5177c9256acf55!8m2!3d38.4734226!4d-122.8900295",ChIJ__-vs5mAhYARVc9qJcl3UU4,0x80858099b3afffff:0x4e5177c9256acf55,5643423513871830869,5.643423513871831e+18,,,
"law firm, Guerneville, CA, US",Law Offices of Marc Francis,https://attorneymarcfrancis.com/,Attorney,Attorney,Lawyer,+1 707-664-9675,"131 Stony Cir Suite 500, Santa Rosa, CA 95401",,131 Stony Cir Suite 500,Santa Rosa,95401.0,California,California,United States of America,US,38.4390925,-122.744498,America/Los_Angeles,,False,4.9,58.0,"https://search.google.com/local/reviews?placeid=ChIJD-Dai_1HhIARztfY_BNQ5Uw&q=law+firm,+Guerneville,+CA,+US&authuser=0&hl=en&gl=US",,,2.0,0.0,0.0,0.0,56.0,5.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oEjuuV6LR6rxFbwHTkl_ew&cb_client=search.gws-prod.gps&w=800&h=500&yaw=221.6996&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipMwAXH8c-SzN4jtFMmLVpq2mdoottbxJpeFzR9z=w1600-h1000-k-no,,,,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}}",,,https://lh4.googleusercontent.com/-xZlXQAJflKg/AAAAAAAAAAI/AAAAAAAAAAA/YDBvBSgpLCs/s44-p-k-no-ns-nd/photo.jpg,,,True,112112865554667193277,Law Offices of Marc Francis,https://www.google.com/maps/contrib/112112865554667193277,,,,,"https://www.google.com/maps/place/Law+Offices+of+Marc+Francis/@38.4390925,-122.744498,14z/data=!4m8!1m2!2m1!1sLaw+Offices+of+Marc+Francis!3m4!1s0x808447fd8bdae00f:0x4ce55013fcd8d7ce!8m2!3d38.4390925!4d-122.744498",ChIJD-Dai_1HhIARztfY_BNQ5Uw,0x808447fd8bdae00f:0x4ce55013fcd8d7ce,5540922963325933518,5.540922963325934e+18,,,
"law firm, Guerneville, CA, US",Law Offices Of J.Chrisp,https://www.chrisplaw.com/?utm_source=GMB,Personal injury attorney,Personal injury attorney,Personal injury attorney,+1 707-549-6300,"3558 Round Barn Blvd Suite #200, Santa Rosa, CA 95403",,3558 Round Barn Blvd Suite #200,Santa Rosa,95403.0,California,California,United States of America,US,38.4761635,-122.7240556,America/Los_Angeles,,False,4.9,42.0,"https://search.google.com/local/reviews?placeid=ChIJi_3dM4E4hIARLz1z-eItkIk&q=law+firm,+Guerneville,+CA,+US&authuser=0&hl=en&gl=US",,,0.0,0.0,0.0,3.0,39.0,3.0,https://lh5.googleusercontent.com/p/AF1QipPOF_20b_edFTNbWrId3V4vt85_2Od-Ncd_tyv8=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPOF_20b_edFTNbWrId3V4vt85_2Od-Ncd_tyv8=w1600-h1000-k-no,,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Sunday:Open 24 hours|Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",,,https://lh6.googleusercontent.com/--EuIYcfrzQQ/AAAAAAAAAAI/AAAAAAAAAAA/USyKCVLEreY/s44-p-k-no-ns-nd/photo.jpg,,,True,108041455073157779028,Law Offices Of J.Chrisp,https://www.google.com/maps/contrib/108041455073157779028,,https://www.chrisplaw.com/contact-us/?utm_source=GMB&utm_medium=organic&utm_campaign=santarosa,,https://www.chrisplaw.com/contact-us/?utm_source=GMB&utm_medium=organic&utm_campaign=santarosa,"https://www.google.com/maps/place/Law+Offices+Of+J.Chrisp/@38.4761635,-122.7240556,14z/data=!4m8!1m2!2m1!1sLaw+Offices+Of+J.Chrisp!3m4!1s0x8084388133ddfd8b:0x89902de2f9733d2f!8m2!3d38.4761635!4d-122.7240556",ChIJi_3dM4E4hIARLz1z-eItkIk,0x8084388133ddfd8b:0x89902de2f9733d2f,9912473232713399599,-8.53427e+18,,,
"law firm, Guerneville, CA, US",Daryl Reese Law,https://darylreeselaw.com/,Law firm,Law firm,Law firm,+1 707-858-5000,"3843 Brickway Blvd # 204, Santa Rosa, CA 95403",,3843 Brickway Blvd # 204,Santa Rosa,95403.0,California,California,United States of America,US,38.5125326,-122.7942554,America/Los_Angeles,,False,5.0,30.0,"https://search.google.com/local/reviews?placeid=ChIJ35gyWpA_hIARte4A3XheOEA&q=law+firm,+Guerneville,+CA,+US&authuser=0&hl=en&gl=US",,,0.0,0.0,0.0,0.0,30.0,7.0,https://lh5.googleusercontent.com/p/AF1QipOqRy3cABY8rQLW89ipsjn5ETkpNEOdgAtzRHT4=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOqRy3cABY8rQLW89ipsjn5ETkpNEOdgAtzRHT4=w1600-h1000-k-no,,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-4:30PM"", ""Tuesday"": ""9AM-4:30PM"", ""Wednesday"": ""9AM-4:30PM"", ""Thursday"": ""9AM-4:30PM"", ""Friday"": ""9AM-12PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:9AM-4:30PM|Tuesday:9AM-4:30PM|Wednesday:9AM-4:30PM|Thursday:9AM-4:30PM|Friday:9AM-12PM|Saturday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",,,https://lh5.googleusercontent.com/-aWK7-fI-M-I/AAAAAAAAAAI/AAAAAAAAAAA/Lup9lLkFPqI/s44-p-k-no-ns-nd/photo.jpg,,,True,108858375362506074496,Daryl Reese Law,https://www.google.com/maps/contrib/108858375362506074496,,,,,"https://www.google.com/maps/place/Daryl+Reese+Law/@38.5125326,-122.7942554,14z/data=!4m8!1m2!2m1!1sDaryl+Reese+Law!3m4!1s0x80843f905a3298df:0x40385e78dd00eeb5!8m2!3d38.5125326!4d-122.7942554",ChIJ35gyWpA_hIARte4A3XheOEA,0x80843f905a3298df:0x40385e78dd00eeb5,4627552490320096949,4.627552490320097e+18,,,
"law firm, Guerneville, CA, US",KPB Immigration Law Firm,https://www.kpbimmigrationlawfirm.com/office/santa-rosa.html,Immigration attorney,Immigration attorney,Immigration attorney,+1 707-433-2060,"131-A Stony Cir #475, Santa Rosa, CA 95401",,131-A Stony Cir #475,Santa Rosa,95401.0,California,California,United States of America,US,38.4390957,-122.7445053,America/Los_Angeles,,False,4.7,20.0,"https://search.google.com/local/reviews?placeid=ChIJzZMgxzw4hIARqWOEplRSmsI&q=law+firm,+Guerneville,+CA,+US&authuser=0&hl=en&gl=US",,,1.0,0.0,0.0,2.0,17.0,12.0,https://lh5.googleusercontent.com/p/AF1QipMxriHhl2uN35-nmrVY5nkTzbIGaWTkSQpximB1=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMxriHhl2uN35-nmrVY5nkTzbIGaWTkSQpximB1=w1600-h1000-k-no,,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:9AM-6PM|Tuesday:9AM-6PM|Wednesday:9AM-6PM|Thursday:9AM-6PM|Friday:9AM-6PM|Saturday:Closed,,,OPERATIONAL,"{""From the business"": {""Identifies as Latino-owned"": true, ""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": false, ""Wheelchair accessible seating"": false}, ""Amenities"": {""Restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true, ""Identifies as Latino-owned"": true}}",,,https://lh3.googleusercontent.com/-ingbVFY97Fs/AAAAAAAAAAI/AAAAAAAAAAA/rZwM9vWTBLk/s44-p-k-no-ns-nd/photo.jpg,,,True,114390639824368048361,KPB Immigration Law Firm,https://www.google.com/maps/contrib/114390639824368048361,,,,,"https://www.google.com/maps/place/KPB+Immigration+Law+Firm/@38.439095699999996,-122.7445053,14z/data=!4m8!1m2!2m1!1sKPB+Immigration+Law+Firm!3m4!1s0x8084383cc72093cd:0xc29a5254a68463a9!8m2!3d38.439095699999996!4d-122.7445053",ChIJzZMgxzw4hIARqWOEplRSmsI,0x8084383cc72093cd:0xc29a5254a68463a9,14022610913295885225,-4.42413e+18,,,
"law firm, Guerneville, CA, US","Mine + Farm | The Inn at Guerneville, CA",https://www.mineandfarminn.com/,Bed & breakfast,"Bed & breakfast, Hotel, Inn",Bed & breakfast,+1 707-869-4466,"12850 River Rd, Guerneville, CA 95446",,12850 River Rd,Guerneville,95446.0,California,California,United States of America,US,38.5062203,-122.9606577,America/Los_Angeles,,False,4.9,218.0,"https://search.google.com/local/reviews?placeid=ChIJEa3-4XMihIARw0cXC0vP3tA&q=law+firm,+Guerneville,+CA,+US&authuser=0&hl=en&gl=US",,,1.0,0.0,1.0,13.0,203.0,370.0,https://lh5.googleusercontent.com/p/AF1QipNcFyFc2rsVP0_xYiqfsFeJ3vfcCBd2GaJRBlzF=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNcFyFc2rsVP0_xYiqfsFeJ3vfcCBd2GaJRBlzF=w1600-h1000-k-no,,,,,,OPERATIONAL,"{""Other"": {""Free parking"": true, ""Free breakfast"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Star rating"": ""3 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""4:00 PM"", ""LGBTQ+ friendly"": true}, ""Amenities"": {""Free Wi-Fi"": true, ""Free breakfast"": true}}",3 stars,,https://lh3.googleusercontent.com/-r4HpvneJbFc/AAAAAAAAAAI/AAAAAAAAAAA/YORMeQc6K7w/s44-p-k-no-ns-nd/photo.jpg,"Charming restored farmhouse B&B with a hot tub & gourmet breakfast, plus free drinks & cookies.",,True,116037281802424484489,"Mine + Farm | The Inn at Guerneville, CA",https://www.google.com/maps/contrib/116037281802424484489,,,,,"https://www.google.com/maps/place/Mine+%2B+Farm+%7C+The+Inn+at+Guerneville%2C+CA/@38.506220299999995,-122.9606577,14z/data=!4m8!1m2!2m1!1sMine+%2B+Farm+%7C+The+Inn+at+Guerneville%2C+CA!3m4!1s0x80842273e1fead11:0xd0decf4b0b1747c3!8m2!3d38.506220299999995!4d-122.9606577",ChIJEa3-4XMihIARw0cXC0vP3tA,0x80842273e1fead11:0xd0decf4b0b1747c3,15050694925934348227,-3.39605e+18,,,
"law firm, Guerneville, CA, US",Law Offices of Omar Figueroa,https://www.omarfigueroa.com/,Law firm,Law firm,Law firm,+1 707-829-0215,"7770 Healdsburg Ave, Sebastopol, CA 95472",,7770 Healdsburg Ave,Sebastopol,95472.0,California,California,United States of America,US,38.405304,-122.8340007,America/Los_Angeles,,False,4.7,18.0,"https://search.google.com/local/reviews?placeid=ChIJGU-de3Q6hIARZbSdiBvWO1w&q=law+firm,+Guerneville,+CA,+US&authuser=0&hl=en&gl=US",,,0.0,1.0,1.0,0.0,16.0,17.0,https://lh5.googleusercontent.com/p/AF1QipPezFuXN_eeFAhbOx8_P_89HG2ALRd75kc8O5BC=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPezFuXN_eeFAhbOx8_P_89HG2ALRd75kc8O5BC=w1600-h1000-k-no,,"{""Sunday"": ""Closed"", ""Monday"": ""8:30AM-5PM"", ""Tuesday"": ""8:30AM-5PM"", ""Wednesday"": ""8:30AM-5PM"", ""Thursday"": ""8:30AM-5PM"", ""Friday"": ""8:30AM-5PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:8:30AM-5PM|Tuesday:8:30AM-5PM|Wednesday:8:30AM-5PM|Thursday:8:30AM-5PM|Friday:8:30AM-5PM|Saturday:Closed,,,OPERATIONAL,"{""From the business"": {""Identifies as Latino-owned"": true}, ""Service options"": {""Online appointments"": true, ""Onsite services"": false}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Gender-neutral restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointment required"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as Latino-owned"": true}}",,,https://lh3.googleusercontent.com/-hvJLvd4PvVk/AAAAAAAAAAI/AAAAAAAAAAA/tjaxvm6zyUA/s44-p-k-no-ns-nd/photo.jpg,,,True,117449992365443482805,Law Offices of Omar Figueroa,https://www.google.com/maps/contrib/117449992365443482805,,https://www.omarfigueroa.com/intake/,,https://www.omarfigueroa.com/intake/,"https://www.google.com/maps/place/Law+Offices+of+Omar+Figueroa/@38.405304,-122.83400069999999,14z/data=!4m8!1m2!2m1!1sLaw+Offices+of+Omar+Figueroa!3m4!1s0x80843a747b9d4f19:0x5c3bd61b889db465!8m2!3d38.405304!4d-122.83400069999999",ChIJGU-de3Q6hIARZbSdiBvWO1w,0x80843a747b9d4f19:0x5c3bd61b889db465,6646141088859796581,6.646141088859796e+18,,,
